property_size_sqft,bedrooms,bathrooms,floors,age_of_property,distance_to_city_center,school_rating,crime_rate_index,price
1197,1,4,2,9,23.31,1,23.05,1342445
1415,2,4,2,29,18.41,1,98.65,1971250
2224,4,1,1,10,11.17,5,36.37,470519
4869,6,4,2,14,22.61,4,55.79,1126097
3536,6,1,1,43,25.98,8,7.35,266037
2593,3,4,2,22,7.43,2,4.16,552139
623,2,3,2,47,1.22,8,29.56,624019
4558,6,1,1,22,8.59,6,1.23,582271
4325,6,1,1,49,20.4,10,27.76,1349866
4400,4,3,1,6,27.5,9,52.23,294842
2033,5,4,1,13,25.96,6,69.09,1084637
2552,5,4,2,8,7.05,7,25.13,1096833
910,5,2,2,27,26.49,8,40.74,1629268
784,1,2,2,5,24.42,1,38.29,1404194
804,5,1,2,42,22.16,7,32.76,1865828
4971,5,2,2,44,20.8,7,38.86,1363384
2400,1,3,2,21,24.31,3,48.81,680575
3156,4,3,1,17,25.92,7,19.85,970546
2068,2,3,2,43,24.66,4,46.46,1393391
1860,6,1,1,37,4.09,6,26.05,696272
4036,3,3,2,21,21.8,2,6.36,1603266
3124,6,1,2,8,25.32,4,21.36,872248
4578,5,1,1,17,5.98,10,93.41,1975182
2448,5,3,2,20,6.81,10,50.52,1913223
4546,7,3,2,14,23.69,4,98.26,240192
1116,6,1,1,8,10.65,5,22.52,494682
4944,6,3,1,41,12.29,6,29.2,1159513
4983,7,2,2,1,11.63,4,64.04,1318432
2223,5,1,1,13,6.78,6,35.53,1621942
2481,1,4,1,20,28.19,9,36.12,1346229
3819,1,1,1,42,24.27,4,84.39,258674
1974,1,3,2,44,7.89,7,2.92,982382
649,3,3,1,33,3.63,7,66.62,300755
1073,2,1,2,6,11.49,8,88.03,1886147
4933,5,1,1,14,12.75,2,17.43,1796376
2565,4,4,1,38,0.71,1,40.35,1171947
1170,6,4,1,11,26.67,9,80.91,562217
4362,6,1,1,6,25.61,9,53.51,1324265
4763,5,3,2,4,25.58,4,35.77,1911557
2384,5,1,2,46,24.27,4,62.59,1686349
1477,5,2,2,38,22.13,10,32.47,1113947
635,6,2,1,22,19.22,3,62.63,1765747
788,7,3,1,27,28.83,3,14.5,395562
3437,5,1,1,33,21.5,5,22.54,872513
2248,6,1,2,24,19.09,5,1.47,1544762
3214,2,2,1,1,23.77,4,18.45,1758025
3774,4,1,1,8,7.76,5,13.07,1039071
3678,1,3,2,33,29.03,3,59.81,247337
1652,7,3,1,45,1.07,6,94.44,333716
4381,4,4,2,46,19.63,8,21.54,1610881
2522,5,3,2,31,2.77,6,12.93,397104
4930,4,1,2,11,25.67,7,53.53,566304
2550,5,1,1,18,29.05,8,18.11,1846533
1729,4,2,1,46,12.55,7,54.16,1623000
1758,3,2,1,37,25.79,10,50.45,451999
2882,4,3,2,9,10.4,5,1.94,540027
4942,1,4,1,9,5.2,6,96.43,722781
2417,1,1,2,34,8.66,6,20.14,472602
1731,7,4,2,40,9.4,9,89.48,708484
4744,4,1,1,36,19.1,5,38.31,1186227
4661,6,3,1,31,23.99,4,15.84,412159
1758,6,3,2,6,6.55,2,10.68,1913935
3577,6,2,2,9,3.1,4,51.07,1839621
2528,4,4,1,42,7.04,2,36.18,1040722
2580,6,2,1,37,9.25,7,91.75,733126
537,2,3,2,26,8.75,10,20.14,82147
3872,4,4,2,31,6.99,6,72.36,1408069
3232,1,1,1,6,14.25,6,18.58,753966
3979,7,2,2,47,25.75,1,87.17,379269
3431,6,3,1,25,3.46,3,51.05,1352019
4564,3,1,1,21,25.93,2,83.12,1908175
2993,6,3,2,11,15.16,4,43.75,1933742
4700,1,1,2,23,19.98,9,17.53,168122
4218,2,2,1,49,24.55,8,53.93,645498
4538,4,1,2,45,9.48,1,27.25,1950945
4223,6,4,1,28,28.65,7,18.46,1700369
4442,3,1,2,31,2.97,10,90.38,777919
2306,7,3,2,15,16.07,1,55.14,1416093
1160,1,1,2,25,8.02,9,80.03,106037
3845,7,2,2,5,12.53,9,77.6,1838760
1299,7,3,1,0,13.74,3,0.11,939029
4855,3,3,1,12,27.48,2,88.59,1793576
3347,5,3,1,37,13.53,8,77.34,942913
2119,1,3,2,5,21.09,6,26.87,1817719
680,5,4,1,37,28.58,3,22.93,1688557
3666,3,3,2,11,15.09,5,5.68,1328742
2287,4,3,2,8,12.55,10,9.25,1602930
3666,4,3,1,19,29.2,9,19.46,687867
1066,4,2,1,38,24.92,8,0.35,1139457
4588,7,2,2,26,28.22,10,31.58,914663
1071,5,3,2,2,12.22,2,92.22,524016
2369,7,4,2,23,21.04,4,55.52,186264
4556,4,1,2,14,7.86,10,58.06,1582537
3522,7,4,2,33,26.04,9,23.68,1177255
4300,2,3,2,49,28.03,8,22.51,1293025
923,1,3,1,31,8.4,3,36.73,1273020
2793,1,4,1,20,3.6,2,26.22,1451318
3517,7,3,2,0,6.42,4,85.84,1390252
2993,3,1,1,32,19.17,2,17.75,696665
2368,6,2,1,10,8.53,10,67.49,941899
2153,5,1,1,2,19.34,7,48.96,1518524
2696,1,1,1,21,10.83,10,67.72,977538
2661,7,1,1,9,27.55,6,83.47,1398205
2686,5,4,1,43,13.85,1,34.14,213290
4602,3,4,1,37,15.18,2,54.07,1049803
3278,4,1,1,23,10.77,10,49.89,182236
4543,6,4,2,6,2.65,8,37.32,629085
4044,3,3,1,48,15.06,10,81.19,1621949
4832,2,2,2,48,23.34,8,1.03,1605301
2455,4,4,1,35,28.61,6,31.01,1756862
1676,4,4,2,0,2.76,10,83.21,1943342
3166,4,1,2,0,24.02,10,87.21,1070959
702,3,2,1,25,8.38,7,69.37,199529
1038,2,3,2,16,24.77,2,34.08,950146
455,6,3,1,10,10.59,1,82.23,159347
925,5,2,1,2,3.88,6,8.4,1214665
4969,3,3,1,9,18.55,10,26.54,1825335
4523,1,2,1,1,26.87,3,9.25,1125187
2525,1,1,2,31,5.86,1,11.03,1435063
3687,3,3,1,15,1.14,1,59.3,453348
764,5,3,2,47,26.57,3,7.21,607196
2046,1,2,2,25,21.09,10,67.98,1818079
1318,5,3,1,39,24.36,7,34.88,1869950
3197,4,4,2,38,2.27,2,5.57,548228
1931,3,1,2,9,26.77,4,28.56,813549
3745,4,3,2,35,12.87,4,39.93,1857695
2306,1,3,1,29,26.98,6,36.66,1445775
3486,5,3,2,8,2.42,7,51.01,1834729
4980,4,2,1,4,26.6,2,50.28,345582
2475,1,1,1,6,20.36,1,35.96,397242
1113,7,1,1,35,16.85,6,89.92,1418085
1462,2,3,1,0,2.32,3,22.0,542906
2376,4,3,2,26,20.81,6,34.03,95407
1696,2,2,2,11,18.13,2,55.37,988155
525,2,1,2,15,21.93,10,24.53,266415
3996,6,4,1,47,21.64,7,15.02,1869729
3683,1,3,1,7,13.59,10,0.63,167987
2003,3,4,1,24,6.54,8,94.53,1931625
466,5,4,2,12,27.61,5,78.42,224046
632,7,1,1,40,27.8,9,88.89,429623
2556,1,4,2,9,6.75,6,4.02,483912
1569,6,3,2,39,19.1,3,7.34,981008
2558,6,3,1,32,6.48,2,55.2,1831896
4606,7,2,1,34,25.91,7,2.32,1984561
1893,4,1,2,36,3.4,1,27.14,167964
4407,5,1,2,38,29.71,1,97.26,503041
2872,6,4,1,27,18.52,8,35.75,1330176
3060,3,3,1,15,1.18,6,97.94,1183447
3139,1,3,1,7,26.52,3,11.85,1303966
2161,3,2,1,32,20.69,9,38.51,1301915
3914,4,4,2,34,21.07,1,0.58,377085
2375,1,3,1,37,8.61,5,59.15,1413131
2762,4,1,2,11,10.44,1,34.18,610274
1276,5,2,1,14,27.48,7,50.4,1028287
4212,5,1,1,16,19.23,1,79.47,1019593
3848,3,2,2,26,1.0,4,55.12,504926
1712,3,1,1,49,10.16,2,66.53,1860904
1860,5,4,2,20,18.16,10,47.22,174698
3109,2,3,1,20,4.87,9,74.79,1580193
2724,5,1,2,16,3.4,3,60.25,1997588
2133,7,4,2,26,2.25,6,86.58,505404
2005,1,1,2,11,19.1,7,75.59,179470
2963,7,4,1,47,9.96,2,23.2,1554043
3821,4,2,2,43,11.52,1,52.45,1695686
3917,5,4,2,35,2.27,2,87.5,815369
2797,5,1,1,27,22.27,8,85.89,467958
4135,6,3,2,24,23.12,9,47.71,354233
3270,4,2,2,8,24.97,8,31.38,1614945
1560,6,2,1,46,19.72,1,21.06,1927301
642,4,4,1,36,23.31,2,19.43,1514828
2990,7,1,1,22,17.53,4,14.38,1672959
1463,1,4,2,10,15.0,8,99.96,259224
4724,4,2,2,49,8.16,9,66.26,1456236
2995,3,3,2,0,2.07,7,31.46,454509
1319,5,4,1,15,9.11,8,29.33,758420
405,4,1,1,49,20.67,9,30.55,189599
867,1,4,2,12,27.84,4,87.25,1865576
4570,4,4,2,19,8.06,4,51.32,120105
403,5,4,1,15,20.26,3,27.15,1168042
1045,2,3,2,15,14.61,7,79.84,178410
517,4,1,2,34,19.01,4,75.02,1077557
3328,3,1,1,49,0.55,1,46.76,277613
2951,5,2,2,31,4.12,8,68.88,883191
4689,1,2,1,22,6.9,1,73.81,819996
1246,7,4,2,24,26.86,3,4.95,1683567
3162,7,2,2,42,1.7,9,87.55,1430124
1541,5,1,2,27,17.3,10,28.7,1309747
2210,6,4,2,44,27.89,1,98.11,1695480
1123,2,2,1,1,19.74,1,90.82,52399
624,1,3,1,2,14.79,3,1.93,907226
4608,2,2,2,30,11.89,7,62.09,1148343
2448,7,3,2,32,18.91,6,96.51,1413115
4815,2,2,2,32,14.67,5,56.5,860204
1973,3,1,1,46,21.31,4,61.56,1771505
2228,7,2,2,34,18.72,5,93.1,1476899
2317,4,3,1,35,17.24,5,57.28,1638950
4634,3,3,1,25,28.73,7,24.44,1500529
2426,3,2,2,11,25.15,10,46.03,621419
4144,6,4,1,43,18.46,6,35.0,1646091
1301,3,3,1,45,16.39,9,16.71,699974
2439,1,1,1,10,21.86,3,21.41,99717
409,4,2,1,5,24.22,7,6.11,983402
660,4,3,1,24,9.21,6,16.88,1241597
2073,7,2,1,45,20.17,3,25.93,993061
2619,1,2,1,33,4.49,7,75.83,742359
2460,3,4,1,34,13.2,7,36.6,1257324
4113,3,2,1,20,28.18,10,69.1,270152
2019,2,2,1,17,10.13,1,99.62,936034
720,7,2,1,7,5.05,6,58.17,438079
1742,7,1,2,33,4.81,7,61.41,624848
2776,2,2,1,47,12.11,2,55.22,1426066
3232,6,1,2,13,7.14,10,39.55,1820297
3224,5,2,2,18,13.09,3,18.57,1169608
2394,2,4,2,19,21.71,9,97.75,560873
3358,4,4,2,3,26.7,8,47.8,876929
2438,1,3,1,37,3.75,1,93.59,1292630
3890,3,2,1,31,23.17,3,25.98,951875
4077,5,4,1,25,3.55,3,10.85,340522
1518,2,4,2,27,11.69,3,63.69,993250
2004,7,2,1,11,29.9,2,85.13,1334291
4427,5,3,2,9,2.53,5,66.22,623881
635,1,1,2,40,1.17,3,74.28,366523
2369,1,4,2,34,10.34,3,60.84,267114
4829,7,4,2,32,28.56,1,74.64,1392500
2308,5,1,1,13,1.09,6,34.45,525213
775,5,4,2,39,7.07,10,38.95,1686359
3930,6,1,1,22,18.29,9,78.03,666704
3035,5,1,1,17,7.4,6,80.15,688791
1970,3,3,2,43,2.09,6,8.26,184629
2960,4,1,1,11,2.05,4,1.69,1753388
3791,2,1,2,41,17.0,1,66.65,518961
3365,7,1,2,35,17.08,2,8.44,1830166
4043,2,1,1,24,21.34,2,17.14,412308
4250,2,4,1,36,4.39,10,19.72,1330467
1272,5,1,1,39,15.25,1,50.93,1630245
1652,7,4,1,21,18.23,2,20.11,1816659
1714,5,2,1,5,7.06,5,18.09,1243920
3298,6,2,2,15,16.65,4,1.06,477369
477,5,1,1,22,21.39,8,76.65,1617442
3021,6,3,1,8,29.73,3,13.59,1886008
4627,6,3,2,42,18.09,4,56.88,957798
1000,3,4,2,34,25.91,8,29.97,1555022
1465,3,4,2,28,25.09,1,18.3,1548641
2536,3,2,1,13,28.24,7,34.69,1615047
2849,3,4,2,4,21.83,6,25.75,1587925
2743,1,3,2,20,6.79,5,43.32,1546762
2263,3,2,2,5,9.29,1,69.02,1002526
1718,3,1,1,0,23.65,2,5.09,574415
3997,3,4,1,30,15.86,5,18.33,1332168
4162,6,1,2,44,7.91,9,8.03,794412
2590,2,4,1,40,19.87,7,96.78,797821
1392,7,3,1,27,27.24,7,57.39,926183
3112,2,4,1,2,11.05,1,82.03,821084
2592,2,3,2,37,18.09,8,26.67,855213
1648,4,3,2,22,17.65,4,89.54,50712
3454,1,1,2,39,4.25,2,62.9,1152465
4998,6,4,2,3,3.16,7,40.6,1715609
4433,5,1,2,5,26.74,6,60.06,1950810
2397,6,3,1,11,28.04,9,12.75,189254
4087,3,3,1,11,27.18,9,31.31,1472669
2551,2,3,2,6,12.2,4,53.92,226326
4418,6,3,1,27,8.98,5,64.04,1939846
3510,1,2,2,25,28.29,5,21.68,1117927
2370,3,3,1,47,26.54,8,99.19,1585429
597,4,4,1,6,24.68,1,83.31,233030
3026,5,3,2,2,10.36,6,58.0,888663
1602,3,2,2,12,19.34,5,97.33,755640
2435,7,4,1,40,22.64,2,51.26,994344
877,5,2,1,10,17.5,4,94.72,1922817
1654,6,2,2,38,18.26,7,75.18,384788
1322,3,4,1,22,22.82,2,21.73,206927
819,4,2,2,46,23.12,6,40.55,1371496
2604,6,3,2,0,7.58,5,26.28,812352
2997,1,1,2,33,12.02,1,72.18,122195
1520,5,1,1,30,23.54,1,76.66,1751954
3468,5,1,2,32,8.21,8,68.42,265558
1350,1,4,2,46,27.51,9,54.56,1671866
2736,7,4,2,35,25.25,7,40.21,1496187
2643,5,4,2,35,26.92,9,98.43,719461
3045,6,1,1,13,9.27,2,2.8,398119
2257,2,1,2,36,3.6,10,12.39,483977
2265,7,4,2,31,3.47,10,59.87,431137
3312,1,1,1,27,16.9,8,75.58,1489226
3253,4,2,2,0,9.51,6,95.76,97120
3628,7,2,2,46,8.27,7,49.05,781271
4119,3,1,2,6,7.06,7,26.59,579336
3628,3,4,2,15,17.08,6,86.33,140446
2771,1,3,1,31,16.67,4,44.06,1201903
3291,2,3,1,23,12.96,3,12.91,788857
4156,6,1,1,13,4.58,9,52.21,1691897
4625,4,3,1,46,27.9,5,52.55,1436741
494,3,4,1,14,13.12,1,22.92,1587063
3074,3,2,1,0,4.15,1,14.2,650775
2355,6,2,2,27,1.59,8,14.25,718891
1193,2,4,1,18,5.0,5,82.33,325092
2234,5,3,2,6,9.27,5,50.1,1388986
2516,7,1,2,17,19.09,2,73.64,1375379
4506,1,2,1,46,29.14,8,96.25,870898
3725,2,3,2,12,8.53,6,79.2,1620732
3319,2,3,2,17,23.8,1,15.7,1879124
2997,2,2,2,3,27.39,9,41.99,1970083
3605,2,2,1,49,12.05,6,49.61,1935704
1214,5,1,2,3,7.97,3,70.13,1569999
745,6,4,1,26,14.99,6,96.49,843070
2749,4,3,1,15,26.95,4,28.51,1752921
762,7,1,2,13,0.82,9,86.12,999277
2843,2,2,1,13,14.86,8,7.22,373501
2665,7,4,2,6,22.85,2,87.2,578957
2588,2,4,1,44,18.23,3,69.46,1470545
3405,1,3,1,13,15.17,8,2.85,1000708
3681,3,4,1,41,16.83,2,61.08,506624
1384,5,2,1,44,18.77,10,93.13,1778204
2039,2,2,2,5,20.62,8,43.26,1079591
1227,4,2,1,42,11.01,8,11.73,923873
3130,4,1,2,37,15.76,5,98.86,1868282
3931,4,2,2,26,8.57,5,41.67,1600964
4851,1,1,2,10,29.53,8,52.78,559600
3335,4,2,2,30,6.02,7,96.73,1730307
4276,6,2,1,48,4.94,8,58.48,1254996
526,1,4,1,2,8.43,1,67.62,108489
3577,5,3,2,0,27.64,7,70.99,166196
3456,4,2,2,15,19.94,7,75.35,264139
1003,3,4,2,43,13.95,2,80.02,649553
3849,2,4,1,26,27.8,9,7.48,479285
4546,5,3,1,45,27.05,6,93.43,101106
3933,6,4,2,49,12.35,8,54.54,1644064
3767,3,4,1,2,17.13,6,53.39,555696
3768,5,3,1,7,27.21,7,83.55,520878
4197,6,1,1,49,9.92,3,30.68,240790
2192,4,3,1,15,12.52,2,65.59,849503
3261,5,3,2,46,23.89,4,31.7,1364461
3876,5,2,1,1,21.11,4,76.09,1911383
3817,5,2,2,28,1.94,5,43.29,269566
2045,1,1,2,15,3.96,7,18.66,406110
1605,3,3,1,28,25.46,3,90.89,1388380
3430,7,3,2,30,1.38,6,75.33,814792
3272,6,1,1,41,27.64,8,1.42,895582
3472,4,2,1,10,8.52,8,6.45,817906
2254,2,3,2,31,18.15,9,37.91,1809860
4421,4,1,2,23,17.16,2,78.01,491642
3108,4,2,1,18,12.19,4,27.6,141849
3902,1,4,2,31,1.43,1,99.08,298578
1732,1,1,2,9,6.18,7,91.91,1547248
601,5,1,1,48,18.64,6,86.46,770283
3907,4,3,1,31,13.67,3,0.91,1399850
4612,3,4,2,22,12.71,5,96.4,1818916
974,1,2,2,32,3.38,3,59.14,250462
936,6,4,1,29,10.74,10,59.13,1226199
2025,1,3,1,29,16.03,7,9.87,1395466
2522,3,3,1,6,2.79,8,60.94,133078
785,1,2,1,15,2.47,8,52.87,52077
3681,7,2,2,42,15.0,9,54.14,1088610
874,3,2,1,49,17.06,9,19.14,851293
817,7,3,1,0,8.1,4,54.31,565869
4000,7,2,1,29,10.11,10,7.23,630943
1354,2,2,1,33,24.01,5,2.14,1520261
1605,3,2,1,33,26.14,9,21.32,666855
4520,2,1,1,37,10.09,5,80.17,548687
2390,6,2,1,30,10.99,3,60.35,1751394
3972,5,3,2,7,24.99,9,89.43,1900770
4780,5,1,1,19,29.23,8,38.9,80839
4558,7,3,1,45,9.96,8,34.98,359047
3113,1,4,2,28,23.77,6,70.0,329179
2603,3,1,2,30,14.65,2,40.71,1621188
3520,1,2,2,20,8.28,6,38.12,750984
1366,3,1,2,25,20.61,3,46.6,1893035
3832,1,3,1,30,14.15,2,11.47,1298177
1088,5,1,2,19,8.41,6,20.28,942326
4643,6,4,2,21,3.66,8,60.33,217954
4101,5,2,2,39,26.08,7,60.85,345052
741,1,2,1,25,26.42,4,59.02,763687
2124,3,4,1,16,2.71,8,19.98,1613427
4822,4,3,1,24,20.07,8,43.56,1350449
2192,6,1,2,36,5.3,7,92.1,1897319
2159,3,3,1,26,19.57,2,86.1,1441450
3612,1,3,1,2,27.27,4,55.75,1998400
1389,3,3,1,23,8.18,3,90.08,724409
2662,2,2,2,24,10.76,7,67.5,972066
2882,3,1,1,49,23.96,3,41.23,1992678
1351,5,2,1,9,22.19,7,77.64,1150274
1122,7,2,2,35,12.56,8,30.2,1489420
3789,5,2,1,41,25.53,4,85.47,690616
2479,2,1,2,17,27.66,7,32.95,1849718
3117,6,4,1,44,13.85,9,79.46,432940
2732,3,2,2,16,1.66,7,28.13,1097911
3776,6,2,1,13,15.53,2,91.69,684916
4924,4,2,2,18,22.32,9,18.48,1617763
1900,3,1,2,17,6.99,5,71.9,1788265
685,5,1,2,22,3.43,10,40.87,522910
3895,7,3,2,7,8.91,6,1.85,1336909
2465,5,2,1,49,0.84,2,33.18,1370055
1168,6,2,2,15,21.61,10,20.26,1587739
3457,1,1,2,24,4.81,7,55.52,1530016
4689,5,1,1,42,21.85,9,25.99,346260
2561,1,2,2,31,7.42,2,7.26,1388859
3693,5,4,2,48,29.77,9,95.31,1573416
1346,5,3,2,49,16.19,5,84.51,1139590
3735,7,3,1,18,1.72,1,4.53,1778569
4550,4,2,1,17,23.29,5,27.14,181816
1881,1,3,1,31,12.6,2,63.05,451675
2301,1,3,1,45,18.42,8,32.14,68854
3851,5,2,2,48,28.56,3,28.18,567570
4464,1,3,2,39,15.76,9,59.59,1213298
454,5,1,1,14,24.23,5,19.43,1675973
2223,5,2,2,48,9.43,3,64.85,1260198
3862,6,1,1,20,21.58,10,8.93,1572103
3479,3,2,2,10,3.43,1,32.5,275535
1232,1,1,1,28,26.85,4,11.56,1388686
4808,7,3,1,31,6.39,7,29.66,1845598
3206,2,4,1,5,9.41,3,68.28,682366
2890,6,1,1,18,28.77,9,76.39,1507233
727,1,1,2,15,5.08,5,14.5,896273
3710,7,4,1,11,8.01,6,74.62,1128552
3700,1,4,1,14,17.62,7,8.43,741505
4075,4,1,2,10,29.43,10,21.65,1805879
3454,2,1,1,38,20.9,5,50.03,1376724
2543,2,1,1,9,3.87,2,97.13,1134543
1711,7,2,2,36,22.57,3,97.36,68876
3591,4,1,2,48,13.07,9,47.83,557598
2938,4,1,1,23,29.77,3,80.5,1515468
4383,1,4,2,35,19.05,2,55.34,579516
4947,3,4,1,0,16.19,8,75.17,1265897
564,7,2,1,45,16.94,8,65.31,1802441
4677,4,2,2,16,19.43,7,69.72,71232
1222,2,3,1,13,22.09,2,43.96,1834882
1343,7,1,2,37,2.81,2,83.31,492498
4825,2,1,2,24,4.35,3,44.57,1225152
1174,1,4,2,36,9.36,10,70.58,702945
2598,7,3,1,34,14.6,1,87.02,740695
3556,3,1,1,21,9.68,5,65.56,796617
4642,5,3,2,46,6.81,3,50.98,1956400
4095,7,2,2,6,27.79,4,52.83,1650953
3852,4,1,2,10,1.46,9,70.88,1126395
1314,4,1,2,9,28.19,7,9.22,1755521
1708,1,2,1,13,27.26,7,63.66,835886
4577,6,1,1,34,20.67,3,37.49,634129
913,6,2,2,45,1.46,7,13.52,184192
2320,3,2,1,48,7.15,9,91.25,756962
3994,2,3,2,35,29.38,10,49.76,1501585
1809,2,4,2,5,27.23,9,45.7,240119
4966,5,4,1,4,28.95,10,54.24,1650963
3590,2,2,2,41,29.89,1,62.25,1429983
4891,6,3,2,6,2.38,9,19.46,580406
1955,6,2,1,14,17.34,3,62.55,83790
1204,4,3,2,20,25.11,6,35.25,1299511
1679,5,3,2,17,9.93,2,71.47,934323
3977,3,4,1,0,13.35,4,77.19,1365339
3301,5,4,1,3,8.87,3,0.75,287823
1787,7,3,1,10,1.62,6,71.63,216139
3161,3,4,1,9,2.65,1,35.25,1113268
3079,6,3,1,44,1.13,4,30.37,1680158
2506,2,1,2,18,16.05,1,37.29,1191658
4623,1,2,2,41,18.74,1,57.56,67796
3168,5,4,1,29,9.58,4,11.45,1855486
4353,5,2,1,49,24.87,5,69.83,1511768
3586,4,4,1,40,26.7,7,44.52,1692774
3680,4,2,1,40,4.62,8,15.98,801574
2973,6,2,1,19,2.03,3,50.94,171918
2999,3,4,2,26,9.92,3,57.41,1017046
4433,1,4,1,11,21.53,10,34.63,1479361
636,7,4,1,13,15.47,4,89.96,1448225
1704,4,4,2,33,14.9,6,69.72,258052
3830,4,3,1,41,5.0,2,66.13,530822
1701,2,4,2,49,10.87,6,5.33,1673506
2941,2,4,1,37,28.79,6,50.16,1010511
2451,6,4,2,1,10.55,2,85.08,617038
841,6,1,1,48,17.95,5,66.83,214765
2476,4,2,1,31,2.22,7,23.28,1969341
3580,3,4,2,17,2.38,9,86.12,968450
3057,7,4,2,49,13.02,3,36.95,1057725
4198,1,2,1,20,18.32,7,91.5,1295522
1204,4,2,2,45,11.48,3,51.23,1107108
474,3,3,1,10,5.78,2,78.66,337368
2575,3,2,2,29,22.21,4,61.2,1994681
4324,4,2,2,18,4.63,8,29.14,543828
2489,3,1,1,47,20.21,5,65.38,1089804
440,5,3,1,39,28.72,8,0.96,1316781
2481,3,1,2,49,14.38,6,83.52,1078726
2022,4,2,1,29,6.41,1,96.58,1363114
741,3,4,2,34,25.34,3,20.7,240548
4452,7,3,1,3,15.41,8,88.36,1544748
2474,4,2,1,20,27.74,4,16.78,1530883
1045,2,2,2,4,21.76,2,49.15,473778
4663,4,4,1,35,13.2,8,29.26,440304
1009,3,4,2,26,18.71,5,19.18,1891593
854,4,4,2,6,5.51,1,75.57,91680
3353,1,3,1,30,11.92,8,80.66,818168
2108,4,1,1,19,18.02,9,83.86,493764
3872,4,3,2,24,17.91,8,0.85,132448
3369,1,4,2,37,17.82,1,84.78,1048963
3428,1,3,2,24,22.43,6,5.15,665946
3081,1,4,2,16,3.62,6,44.84,1708854
4029,6,1,2,45,2.67,7,17.53,1490815
4625,5,3,1,36,4.87,1,90.67,721262
3467,6,1,2,14,23.88,8,57.67,374540
1786,4,1,2,9,2.41,4,46.85,595911
4176,6,4,2,33,7.14,4,44.42,1103432
3266,6,3,2,43,8.02,10,40.44,508284
3763,1,3,2,42,19.59,4,47.39,1061102
4524,1,1,2,6,12.35,6,56.56,229967
548,2,4,2,38,6.37,6,81.71,544399
4250,6,1,2,24,13.76,6,23.77,1595734
2458,5,1,2,38,20.72,2,80.44,684163
1536,4,1,2,45,23.69,5,83.05,1996716
586,7,1,1,43,4.15,2,85.13,997817
3254,7,3,1,27,21.58,6,94.16,1792397
1650,3,2,1,41,0.63,7,95.66,1612387
1733,5,3,2,26,21.87,6,10.79,124299
4593,5,4,2,36,20.0,3,87.77,1888314
4550,2,2,2,38,14.33,10,84.55,721618
3111,4,1,2,37,4.54,10,37.74,869498
4901,4,3,2,27,23.05,5,69.14,1358401
2185,1,2,1,33,2.62,9,92.67,1069956
1150,1,1,2,28,26.92,6,9.13,716553
2162,5,3,2,44,23.32,3,35.45,1314008
4320,2,2,2,47,22.36,9,97.4,1814960
4860,4,3,2,7,22.75,5,54.82,228146
881,2,2,2,12,2.49,1,9.18,1188681
553,3,4,2,45,29.7,10,96.1,1073897
1924,7,3,1,36,25.83,3,90.27,1874066
2520,4,3,2,2,15.48,3,80.64,1576230
2743,1,2,1,13,21.72,2,79.36,1129016
1640,5,4,2,31,22.31,2,48.6,1658938
460,2,3,2,22,24.98,9,87.52,98954
1338,7,4,2,22,8.03,3,30.57,1500388
2039,7,4,1,12,11.48,10,35.86,1209084
4520,7,3,2,48,24.09,4,21.6,107066
4626,1,1,1,40,23.19,6,40.31,1465586
3969,5,2,2,38,15.92,10,23.36,173553
1652,1,3,2,49,12.19,9,33.98,1924684
4603,4,4,2,20,29.07,1,69.04,1723172
571,2,2,2,42,12.74,3,43.01,784051
1858,3,3,1,47,23.04,3,76.77,838034
3949,6,2,2,30,12.67,6,47.9,250645
4597,7,2,1,49,9.64,9,13.92,112755
2722,1,4,1,6,19.41,9,74.21,730298
2036,6,1,2,35,24.32,5,6.59,160462
3515,2,1,1,18,29.45,9,94.24,1215541
4490,4,2,1,21,4.89,6,84.1,378941
3404,1,4,2,23,26.35,5,96.31,1269180
729,4,4,1,23,15.96,8,24.87,1703502
4040,3,3,1,20,3.68,7,48.12,518129
4294,7,2,2,42,23.93,7,19.3,731349
4507,3,3,2,12,10.28,4,42.25,718586
1741,7,4,1,5,26.11,10,24.37,297598
4063,5,2,1,27,5.16,1,85.28,1117138
615,5,1,1,31,21.48,5,12.16,530419
738,5,1,1,12,9.37,9,22.51,1007747
4462,4,3,1,33,8.09,8,26.41,640162
3108,5,2,2,31,1.98,4,73.82,1447967
3552,2,4,1,13,14.72,10,63.04,1838105
2150,6,3,1,31,12.05,9,13.63,385520
2821,6,1,2,44,2.32,6,60.56,1274832
1109,4,4,2,4,7.19,7,84.64,1107095
4126,4,2,1,34,14.87,10,45.22,284460
4042,5,1,2,3,24.34,10,61.18,1714299
4393,7,4,1,13,27.92,10,53.2,1954033
888,6,1,2,17,15.7,8,35.78,400884
446,6,2,2,10,12.4,1,0.26,1094598
3759,5,3,2,18,28.67,4,18.63,1543130
800,4,4,2,1,28.9,6,94.72,560770
4390,3,4,2,33,6.12,4,35.46,83276
3557,7,2,1,2,16.18,3,29.71,1678426
4745,3,1,1,28,24.72,5,61.39,1811767
790,5,1,2,22,24.76,4,90.38,612033
4253,3,1,2,47,20.71,5,30.25,1728358
4830,2,4,2,0,14.41,2,22.31,1244403
1028,2,4,2,41,12.41,3,90.2,1814972
4632,2,1,1,5,24.29,8,77.35,524300
3330,4,4,2,16,7.16,8,70.26,811887
1921,4,3,2,18,13.14,10,55.72,710206
